session_id,target
1,6.68050287284528e-06
2,8.364452558082335e-08
3,3.229102526825653e-06
4,7.032751327428303e-12
5,7.711770060173447e-06
6,1.2458943337739142e-05
7,0.003108640824882641
8,0.00016951298623697403
9,7.93553130193325e-11
10,0.0004170815351051843
11,1.2141047260604773e-05
12,7.474789199859751e-11
13,1.0627042705700328e-05
14,0.0007361445084355759
15,0.0011081445237793553
16,0.00026835201383942475
17,1.783949191126356e-05
18,7.994553315219288e-11
19,0.0015205139303617477
20,4.395279529134395e-12
21,0.0043021777074742
22,9.269026779927042e-11
23,0.0004653692321479201
24,1.016729077790247e-07
25,0.001969040389610262
26,4.7197031709265145e-06
27,7.921928004922009e-10
28,3.358876878363808e-12
29,0.007488276723726122
30,0.0006469878314845669
31,0.24926544043186047
32,0.614680698059245
33,2.084939997565671e-05
34,1.9318314360186995e-06
35,0.16662687929001904
36,6.164897021951675e-05
37,3.4467891025919315e-13
38,2.4246405920672863e-07
39,0.0006469878314845669
40,5.880584328741781e-12
41,0.002657593026554945
42,1.5733278743958487e-07
43,8.631805605336176e-06
44,2.0766019946977594e-07
45,0.8387599203101594
46,0.0005017405670424966
47,8.069410888258927e-09
48,1.1142565050957805e-05
49,0.00023129614239741857
50,3.7118281466387435e-11
51,2.643115828957984e-13
52,2.6783900230152796e-06
53,0.00989310698126082
54,0.00014437843089159364
55,0.001333256221309358
56,2.1675204115991667e-07
57,3.512406324691856e-12
58,3.5820781219527e-10
59,4.84429641260144e-07
60,1.5311188644208173e-14
61,4.1362742700641607e-10
62,3.944236311425197e-09
63,2.2722954585561035e-06
64,0.003563625647264532
65,7.047167150230042e-11
66,1.0790906330448427e-11
67,8.811722543514277e-10
68,0.0007617347680617439
69,0.0023972276510363403
70,7.074228474092913e-11
71,0.006601691898637433
72,0.00037687152075714864
73,1.5944346337276158e-05
74,4.429332142549729e-06
75,2.137875837687471e-05
76,0.00036439161695293014
77,0.050320472041939145
78,0.0029276988096618613
79,3.7481068379883967e-06
80,8.233743418796334e-11
81,1.8398748779759298e-11
82,2.5417300730520954e-07
83,2.0548393744115844e-12
84,0.9677737775608126
85,2.5058673925776837e-05
86,1.4208068863267087e-11
87,0.0029743594811810652
88,0.0006557959813570236
89,0.001099472885509495
90,0.08230909627099828
91,3.0858713455994374e-11
92,4.537089363451744e-08
93,0.5395686502751302
94,1.637577081261079e-11
95,1.605720335342557e-06
96,7.129364756457656e-08
97,0.0026214085203592305
98,1.9871649256400992e-05
99,4.853138070132028e-12
100,4.734287646371808e-05
101,2.4048618181931286e-07
102,5.959039179637547e-06
103,2.583140884836762e-10
104,5.065927048012561e-10
105,0.0023089363052002576
106,8.547047393496082e-11
107,1.0265866996586134e-06
108,5.237906973727038e-06
109,1.6819538463735326e-10
110,2.198978994296867e-12
111,7.523060656768089e-05
