id,dep_delayed_15min
0,0.037158019840717316
1,0.023749738931655884
2,0.06431897729635239
3,0.24086922407150269
4,0.2303362786769867
5,0.09156978130340576
6,0.03998539596796036
7,0.16901715099811554
8,0.16814447939395905
9,0.280019611120224
10,0.2660415768623352
11,0.17541959881782532
12,0.08165264129638672
13,0.1840338557958603
14,0.06321919709444046
15,0.2548064887523651
16,0.04672182723879814
17,0.3685331642627716
18,0.46668919920921326
19,0.005496198311448097
20,0.2912016212940216
21,0.059444308280944824
22,0.23141871392726898
23,0.14215855300426483
24,0.24124306440353394
25,0.3680877387523651
26,0.003640745533630252
27,0.024887321516871452
28,0.16762813925743103
29,0.137559711933136
30,0.12085211277008057
31,0.42054203152656555
32,0.08062748610973358
33,0.34271910786628723
34,0.6060988306999207
35,0.2646912634372711
36,0.20291589200496674
37,0.13704396784305573
38,0.09562093764543533
39,0.19192752242088318
40,0.1793016940355301
41,0.17264793813228607
42,0.19181908667087555
43,0.34967663884162903
44,0.13922762870788574
45,0.5499494075775146
46,0.0011969555635005236
47,0.22970394790172577
48,0.5070778727531433
49,0.08300110697746277
50,0.4307389259338379
51,0.029586225748062134
52,0.19015541672706604
53,0.4537801742553711
54,0.29545944929122925
55,0.06550461798906326
56,0.20006917417049408
57,0.29745638370513916
58,0.09599821269512177
59,0.29242652654647827
60,0.15095055103302002
61,0.08828163146972656
62,0.14480477571487427
63,0.2533237040042877
64,0.17811499536037445
65,0.17748600244522095
66,0.014255354180932045
67,0.07995747774839401
68,0.1645548939704895
69,0.2921186685562134
70,0.012503081932663918
71,0.2006632387638092
72,0.3395555913448334
73,0.3168724775314331
74,0.5677754878997803
75,0.24374602735042572
76,0.0865689069032669
77,0.1418847143650055
78,0.08134984225034714
79,0.09220738708972931
80,0.17480993270874023
81,0.1465693712234497
82,0.08190572261810303
83,0.20564967393875122
84,0.13505752384662628
85,0.0019436930306255817
86,0.12549588084220886
87,0.2216629832983017
88,0.3038189709186554
89,0.26222145557403564
90,0.1973850280046463
91,0.3857746422290802
92,0.11166005581617355
93,0.11964528262615204
94,0.25436365604400635
95,0.20338600873947144
96,0.36100825667381287
97,0.13112038373947144
98,0.22252939641475677
99,0.3618823289871216
100,0.14260531961917877
101,0.1658327579498291
102,0.05878986045718193
103,0.2141149640083313
104,0.002363680163398385
105,0.07183133065700531
106,0.33492082357406616
107,0.0417926125228405
108,0.08348563313484192
109,0.17210987210273743
110,0.23074132204055786
111,0.22797875106334686
112,0.6491349935531616
113,0.011989145539700985
114,0.04769963026046753
115,0.1729169338941574
116,0.0826852023601532
117,0.4659755825996399
118,0.0782558023929596
119,0.13320419192314148
120,0.40057122707366943
121,0.3118148148059845
122,0.1996774822473526
123,0.2656759023666382
